timeSeriesDesc,geoLevelValueDesc,label,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,uPhongolo,70-74,569,0.4,1125,0.7,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,65-69,1227,0.8,1796,1.2,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,60-64,1512,1.0,2250,1.5,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,55-59,1689,1.1,2617,1.7,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,50-54,2087,1.4,2739,1.8,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,45-49,2644,1.7,3189,2.1,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,40-44,3397,2.2,4009,2.6,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,35-39,5016,3.3,5714,3.8,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,30-34,5554,3.7,6430,4.2,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,25-29,5974,3.9,7202,4.8,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,20-24,6678,4.4,7111,4.7,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,15-19,8060,5.3,8126,5.4,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,10-14,8589,5.7,8703,5.7,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,5-9,8349,5.5,8193,5.4,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,uPhongolo,0-4,9284,6.1,9257,6.1,KwaZulu-Natal,Zululand,uPhongolo,DsAgeGroups
Census 2022,Blouberg,85+,405,0.2,1613,0.8,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,80-84,552,0.3,1406,0.7,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,75-79,740,0.4,1846,1.0,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,70-74,1578,0.8,2581,1.3,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,65-69,2291,1.2,3391,1.8,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,60-64,3128,1.6,3754,2.0,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,55-59,2810,1.5,4933,2.6,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,50-54,3229,1.7,4575,2.4,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,45-49,3506,1.8,4796,2.5,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,40-44,3618,1.9,5085,2.6,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,35-39,4525,2.4,6080,3.2,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,30-34,5180,2.7,6595,3.4,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,25-29,6197,3.2,7535,3.9,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,20-24,7333,3.8,7560,3.9,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,15-19,9262,4.8,8842,4.6,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,10-14,11116,5.8,10885,5.7,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,5-9,10449,5.4,10708,5.6,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Blouberg,0-4,12026,6.3,11976,6.2,Limpopo,Capricorn,Blouberg,DsAgeGroups
Census 2022,Lepele-Nkumpi,85+,576,0.2,2285,0.8,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,80-84,870,0.3,1942,0.7,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,75-79,1173,0.4,2749,1.0,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,70-74,2074,0.7,3630,1.3,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,65-69,3548,1.2,5301,1.9,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,60-64,4526,1.6,6304,2.2,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,55-59,4925,1.7,6929,2.4,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,50-54,5227,1.8,7217,2.5,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,45-49,5898,2.1,7569,2.7,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,40-44,6454,2.3,8130,2.9,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,35-39,8034,2.8,9518,3.3,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,30-34,9257,3.3,10336,3.6,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,25-29,10488,3.7,11292,4.0,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,20-24,10474,3.7,10026,3.5,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,15-19,12704,4.5,12030,4.2,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,10-14,15250,5.4,15267,5.4,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,5-9,14962,5.3,15051,5.3,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Lepele-Nkumpi,0-4,16002,5.6,16372,5.8,Limpopo,Capricorn,Lepele-Nkumpi,DsAgeGroups
Census 2022,Molemole,85+,261,0.2,1049,0.8,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,80-84,310,0.2,968,0.8,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,75-79,526,0.4,1221,1.0,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,70-74,1083,0.9,1679,1.3,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,65-69,1576,1.2,2270,1.8,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,60-64,1943,1.5,2859,2.2,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,55-59,2228,1.8,3388,2.7,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,50-54,2447,1.9,3173,2.5,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,45-49,2619,2.1,3441,2.7,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,40-44,2961,2.3,3567,2.8,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,35-39,3436,2.7,4339,3.4,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,30-34,4006,3.2,4377,3.4,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,25-29,4658,3.7,4954,3.9,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,20-24,5174,4.1,4873,3.8,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,15-19,5867,4.6,5669,4.5,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,10-14,6684,5.3,6810,5.4,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,5-9,6327,5.0,6378,5.0,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Molemole,0-4,7047,5.5,6949,5.5,Limpopo,Capricorn,Molemole,DsAgeGroups
Census 2022,Polokwane,85+,1122,0.1,4737,0.6,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,80-84,1782,0.2,4390,0.5,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,75-79,2904,0.3,6160,0.7,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,70-74,5702,0.7,8845,1.0,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,65-69,8973,1.1,12544,1.5,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,60-64,12861,1.5,15275,1.8,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,55-59,15181,1.8,19118,2.3,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,50-54,17350,2.1,20115,2.4,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,45-49,21251,2.5,22723,2.7,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,40-44,24417,2.9,25776,3.1,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,35-39,30807,3.7,31388,3.7,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,30-34,34612,4.1,33995,4.0,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,25-29,38172,4.5,39308,4.7,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,20-24,38448,4.6,37312,4.4,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,15-19,35417,4.2,35632,4.2,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,10-14,38378,4.6,38562,4.6,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,5-9,37555,4.5,37826,4.5,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Polokwane,0-4,42010,5.0,42805,5.1,Limpopo,Capricorn,Polokwane,DsAgeGroups
Census 2022,Ba-Phalaborwa,85+,219,0.1,608,0.3,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,80-84,299,0.2,667,0.4,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,75-79,520,0.3,912,0.5,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,70-74,1074,0.6,1250,0.7,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,65-69,1689,0.9,2163,1.1,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,60-64,2343,1.2,2661,1.4,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,55-59,3115,1.7,3697,2.0,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,50-54,3908,2.1,4294,2.3,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,45-49,4815,2.6,5258,2.8,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,40-44,5298,2.8,5907,3.1,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,35-39,6703,3.6,7164,3.8,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,30-34,7198,3.8,7976,4.2,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,25-29,7547,4.0,8703,4.6,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,20-24,8492,4.5,8726,4.6,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,15-19,7499,4.0,7961,4.2,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,10-14,9538,5.1,9837,5.2,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,5-9,9118,4.8,9448,5.0,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Ba-Phalaborwa,0-4,10878,5.8,11116,5.9,Limpopo,Mopani,Ba-Phalaborwa,DsAgeGroups
Census 2022,Greater Giyani,85+,479,0.2,1991,0.6,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,80-84,683,0.2,1955,0.6,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,75-79,921,0.3,2249,0.7,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,70-74,1707,0.5,2674,0.8,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,65-69,3042,1.0,4478,1.4,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,60-64,4224,1.3,5867,1.9,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,55-59,4468,1.4,7308,2.3,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,50-54,4690,1.5,7496,2.4,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,45-49,6095,1.9,9037,2.9,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,40-44,6360,2.0,9920,3.1,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,35-39,8406,2.7,11920,3.8,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,30-34,9679,3.1,12445,3.9,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,25-29,10848,3.4,12901,4.1,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,20-24,11996,3.8,11719,3.7,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,15-19,14619,4.6,14570,4.6,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,10-14,17718,5.6,17977,5.7,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,5-9,17904,5.7,18197,5.7,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Giyani,0-4,20031,6.3,20263,6.4,Limpopo,Mopani,Greater Giyani,DsAgeGroups
Census 2022,Greater Letaba,85+,370,0.1,1882,0.7,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,80-84,641,0.2,1871,0.7,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,75-79,851,0.3,2504,1.0,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,70-74,1649,0.6,2769,1.1,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,65-69,2651,1.0,4065,1.6,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,60-64,3509,1.3,4930,1.9,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,55-59,3827,1.5,6596,2.5,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,50-54,4311,1.7,6582,2.5,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,45-49,5217,2.0,7277,2.8,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,40-44,5240,2.0,7821,3.0,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,35-39,6592,2.5,9243,3.5,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,30-34,8134,3.1,10079,3.9,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,25-29,9235,3.5,11083,4.2,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,20-24,9087,3.5,9282,3.6,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,15-19,11211,4.3,10999,4.2,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,10-14,14370,5.5,14634,5.6,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,5-9,14355,5.5,14690,5.6,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Letaba,0-4,16569,6.3,16914,6.5,Limpopo,Mopani,Greater Letaba,DsAgeGroups
Census 2022,Greater Tzaneen,85+,581,0.1,2986,0.6,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,80-84,923,0.2,2373,0.5,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,75-79,1521,0.3,3385,0.7,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,70-74,2841,0.6,4425,0.9,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,65-69,4741,1.0,6926,1.4,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,60-64,6652,1.4,8793,1.8,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,55-59,8127,1.7,11614,2.4,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,50-54,9633,2.0,12149,2.5,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,45-49,11413,2.4,14017,2.9,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,40-44,12683,2.7,15399,3.2,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,35-39,15976,3.3,18828,3.9,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,30-34,18222,3.8,20526,4.3,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,25-29,19094,4.0,21419,4.5,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,20-24,17481,3.7,17868,3.7,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,15-19,18710,3.9,18546,3.9,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,10-14,23547,4.9,24153,5.1,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,5-9,22878,4.8,23500,4.9,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Greater Tzaneen,0-4,28040,5.9,28234,5.9,Limpopo,Mopani,Greater Tzaneen,DsAgeGroups
Census 2022,Maruleng,85+,163,0.1,813,0.6,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,80-84,282,0.2,589,0.5,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,75-79,484,0.4,840,0.7,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,70-74,870,0.7,1184,0.9,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,65-69,1324,1.0,1748,1.4,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,60-64,1916,1.5,2398,1.9,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,55-59,2083,1.6,2953,2.3,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,50-54,2460,1.9,3315,2.6,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,45-49,2799,2.2,3556,2.8,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,40-44,3065,2.4,4071,3.2,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,35-39,3927,3.1,5165,4.0,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,30-34,4445,3.5,5465,4.3,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,25-29,4756,3.7,5571,4.3,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,20-24,4889,3.8,4608,3.6,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,15-19,5418,4.2,5136,4.0,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,10-14,6419,5.0,6542,5.1,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,5-9,6358,5.0,6702,5.2,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Maruleng,0-4,7818,6.1,8002,6.2,Limpopo,Mopani,Maruleng,DsAgeGroups
Census 2022,Elias Motsoaledi,85+,475,0.2,1825,0.6,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,80-84,753,0.3,1520,0.5,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,75-79,1163,0.4,2803,1.0,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,70-74,2091,0.7,3535,1.2,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,65-69,3355,1.2,4527,1.6,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,60-64,4656,1.6,5603,1.9,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,55-59,5010,1.7,6581,2.3,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,50-54,5268,1.8,6545,2.3,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,45-49,6277,2.2,7294,2.5,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,40-44,6700,2.3,7969,2.8,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,35-39,8538,3.0,9674,3.4,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,30-34,9670,3.4,10962,3.8,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,25-29,11163,3.9,12717,4.4,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,20-24,12097,4.2,11875,4.1,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,15-19,13618,4.7,13175,4.6,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,10-14,14928,5.2,15039,5.2,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,5-9,14269,5.0,14498,5.0,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Elias Motsoaledi,0-4,15726,5.5,16141,5.6,Limpopo,Sekhukhune,Elias Motsoaledi,DsAgeGroups
Census 2022,Ephraim Mogale,85+,241,0.2,804,0.6,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,80-84,363,0.3,815,0.6,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,75-79,511,0.4,1294,1.0,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,70-74,1001,0.8,1615,1.2,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,65-69,1596,1.2,2310,1.7,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,60-64,2138,1.6,2652,2.0,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,55-59,2240,1.7,3005,2.3,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,50-54,2399,1.8,3089,2.3,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,45-49,2810,2.1,3343,2.5,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,40-44,3048,2.3,3577,2.7,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,35-39,3943,3.0,4751,3.6,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,30-34,4430,3.3,5073,3.8,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,25-29,5239,4.0,5545,4.2,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,20-24,5210,3.9,5246,4.0,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,15-19,6015,4.5,5785,4.4,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,10-14,6843,5.2,6740,5.1,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,5-9,6597,5.0,6641,5.0,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Ephraim Mogale,0-4,7738,5.8,7809,5.9,Limpopo,Sekhukhune,Ephraim Mogale,DsAgeGroups
Census 2022,Fetakgomo Tubatse,85+,687,0.1,3077,0.5,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,80-84,1118,0.2,2470,0.4,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,75-79,1417,0.2,4306,0.7,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,70-74,3136,0.5,4493,0.8,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,65-69,5418,0.9,6940,1.2,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,60-64,7112,1.2,8422,1.5,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,55-59,9191,1.6,12204,2.1,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,50-54,10486,1.8,12185,2.1,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,45-49,13675,2.4,14630,2.5,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
Census 2022,Fetakgomo Tubatse,40-44,16169,2.8,17841,3.1,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAgeGroups
