timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Umvoti,Piped (tap) water on community stand,13.7,KwaZulu-Natal,Umzinyathi,Umvoti,DsAccessToPipedWaters
Census 2022,Municipality,Umvoti,No access to piped water,32.7,KwaZulu-Natal,Umzinyathi,Umvoti,DsAccessToPipedWaters
Census 2022,Municipality,Alfred Duma,Piped (tap) water inside the dwelling,50.5,KwaZulu-Natal,Uthukela,Alfred Duma,DsAccessToPipedWaters
Census 2022,Municipality,Alfred Duma,Piped (tap) water inside the yard,25.1,KwaZulu-Natal,Uthukela,Alfred Duma,DsAccessToPipedWaters
Census 2022,Municipality,Alfred Duma,Piped (tap) water on community stand,12.3,KwaZulu-Natal,Uthukela,Alfred Duma,DsAccessToPipedWaters
Census 2022,Municipality,Alfred Duma,No access to piped water,12.1,KwaZulu-Natal,Uthukela,Alfred Duma,DsAccessToPipedWaters
Census 2022,Municipality,Inkosi Langalibalele,Piped (tap) water inside the dwelling,31.1,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsAccessToPipedWaters
Census 2022,Municipality,Inkosi Langalibalele,Piped (tap) water inside the yard,31.1,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsAccessToPipedWaters
Census 2022,Municipality,Inkosi Langalibalele,Piped (tap) water on community stand,18.0,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsAccessToPipedWaters
Census 2022,Municipality,Inkosi Langalibalele,No access to piped water,19.8,KwaZulu-Natal,Uthukela,Inkosi Langalibalele,DsAccessToPipedWaters
Census 2022,Municipality,Okhahlamba,Piped (tap) water inside the dwelling,24.7,KwaZulu-Natal,Uthukela,Okhahlamba,DsAccessToPipedWaters
Census 2022,Municipality,Okhahlamba,Piped (tap) water inside the yard,27.4,KwaZulu-Natal,Uthukela,Okhahlamba,DsAccessToPipedWaters
Census 2022,Municipality,Okhahlamba,Piped (tap) water on community stand,21.3,KwaZulu-Natal,Uthukela,Okhahlamba,DsAccessToPipedWaters
Census 2022,Municipality,Okhahlamba,No access to piped water,26.5,KwaZulu-Natal,Uthukela,Okhahlamba,DsAccessToPipedWaters
Census 2022,Municipality,Abaqulusi,Piped (tap) water inside the dwelling,46.4,KwaZulu-Natal,Zululand,Abaqulusi,DsAccessToPipedWaters
Census 2022,Municipality,Abaqulusi,Piped (tap) water inside the yard,30.4,KwaZulu-Natal,Zululand,Abaqulusi,DsAccessToPipedWaters
Census 2022,Municipality,Abaqulusi,Piped (tap) water on community stand,7.7,KwaZulu-Natal,Zululand,Abaqulusi,DsAccessToPipedWaters
Census 2022,Municipality,Abaqulusi,No access to piped water,15.5,KwaZulu-Natal,Zululand,Abaqulusi,DsAccessToPipedWaters
Census 2022,Municipality,eDumbe,Piped (tap) water inside the dwelling,24.4,KwaZulu-Natal,Zululand,eDumbe,DsAccessToPipedWaters
Census 2022,Municipality,eDumbe,Piped (tap) water inside the yard,51.4,KwaZulu-Natal,Zululand,eDumbe,DsAccessToPipedWaters
Census 2022,Municipality,eDumbe,Piped (tap) water on community stand,9.6,KwaZulu-Natal,Zululand,eDumbe,DsAccessToPipedWaters
Census 2022,Municipality,eDumbe,No access to piped water,14.6,KwaZulu-Natal,Zululand,eDumbe,DsAccessToPipedWaters
Census 2022,Municipality,Nongoma,Piped (tap) water inside the dwelling,20.1,KwaZulu-Natal,Zululand,Nongoma,DsAccessToPipedWaters
Census 2022,Municipality,Nongoma,Piped (tap) water inside the yard,21.5,KwaZulu-Natal,Zululand,Nongoma,DsAccessToPipedWaters
Census 2022,Municipality,Nongoma,Piped (tap) water on community stand,14.5,KwaZulu-Natal,Zululand,Nongoma,DsAccessToPipedWaters
Census 2022,Municipality,Nongoma,No access to piped water,43.9,KwaZulu-Natal,Zululand,Nongoma,DsAccessToPipedWaters
Census 2022,Municipality,Ulundi,Piped (tap) water inside the dwelling,39.8,KwaZulu-Natal,Zululand,Ulundi,DsAccessToPipedWaters
Census 2022,Municipality,Ulundi,Piped (tap) water inside the yard,34.3,KwaZulu-Natal,Zululand,Ulundi,DsAccessToPipedWaters
Census 2022,Municipality,Ulundi,Piped (tap) water on community stand,5.3,KwaZulu-Natal,Zululand,Ulundi,DsAccessToPipedWaters
Census 2022,Municipality,Ulundi,No access to piped water,20.6,KwaZulu-Natal,Zululand,Ulundi,DsAccessToPipedWaters
Census 2022,Municipality,uPhongolo,Piped (tap) water inside the dwelling,32.0,KwaZulu-Natal,Zululand,uPhongolo,DsAccessToPipedWaters
Census 2022,Municipality,uPhongolo,Piped (tap) water inside the yard,39.9,KwaZulu-Natal,Zululand,uPhongolo,DsAccessToPipedWaters
Census 2022,Municipality,uPhongolo,Piped (tap) water on community stand,7.9,KwaZulu-Natal,Zululand,uPhongolo,DsAccessToPipedWaters
Census 2022,Municipality,uPhongolo,No access to piped water,20.2,KwaZulu-Natal,Zululand,uPhongolo,DsAccessToPipedWaters
Census 2022,Municipality,Blouberg,Piped (tap) water inside the dwelling,32.7,Limpopo,Capricorn,Blouberg,DsAccessToPipedWaters
Census 2022,Municipality,Blouberg,Piped (tap) water inside the yard,31.7,Limpopo,Capricorn,Blouberg,DsAccessToPipedWaters
Census 2022,Municipality,Blouberg,Piped (tap) water on community stand,26.5,Limpopo,Capricorn,Blouberg,DsAccessToPipedWaters
Census 2022,Municipality,Blouberg,No access to piped water,9.0,Limpopo,Capricorn,Blouberg,DsAccessToPipedWaters
Census 2022,Municipality,Lepele-Nkumpi,Piped (tap) water inside the dwelling,36.7,Limpopo,Capricorn,Lepele-Nkumpi,DsAccessToPipedWaters
Census 2022,Municipality,Lepele-Nkumpi,Piped (tap) water inside the yard,33.5,Limpopo,Capricorn,Lepele-Nkumpi,DsAccessToPipedWaters
Census 2022,Municipality,Lepele-Nkumpi,Piped (tap) water on community stand,10.7,Limpopo,Capricorn,Lepele-Nkumpi,DsAccessToPipedWaters
Census 2022,Municipality,Lepele-Nkumpi,No access to piped water,19.1,Limpopo,Capricorn,Lepele-Nkumpi,DsAccessToPipedWaters
Census 2022,Municipality,Molemole,Piped (tap) water inside the dwelling,29.1,Limpopo,Capricorn,Molemole,DsAccessToPipedWaters
Census 2022,Municipality,Molemole,Piped (tap) water inside the yard,41.3,Limpopo,Capricorn,Molemole,DsAccessToPipedWaters
Census 2022,Municipality,Molemole,Piped (tap) water on community stand,12.7,Limpopo,Capricorn,Molemole,DsAccessToPipedWaters
Census 2022,Municipality,Molemole,No access to piped water,16.9,Limpopo,Capricorn,Molemole,DsAccessToPipedWaters
Census 2022,Municipality,Polokwane,Piped (tap) water inside the dwelling,41.4,Limpopo,Capricorn,Polokwane,DsAccessToPipedWaters
Census 2022,Municipality,Polokwane,Piped (tap) water inside the yard,37.5,Limpopo,Capricorn,Polokwane,DsAccessToPipedWaters
Census 2022,Municipality,Polokwane,Piped (tap) water on community stand,10.3,Limpopo,Capricorn,Polokwane,DsAccessToPipedWaters
Census 2022,Municipality,Polokwane,No access to piped water,10.9,Limpopo,Capricorn,Polokwane,DsAccessToPipedWaters
Census 2022,Municipality,Ba-Phalaborwa,Piped (tap) water inside the dwelling,41.0,Limpopo,Mopani,Ba-Phalaborwa,DsAccessToPipedWaters
Census 2022,Municipality,Ba-Phalaborwa,Piped (tap) water inside the yard,33.5,Limpopo,Mopani,Ba-Phalaborwa,DsAccessToPipedWaters
Census 2022,Municipality,Ba-Phalaborwa,Piped (tap) water on community stand,10.3,Limpopo,Mopani,Ba-Phalaborwa,DsAccessToPipedWaters
Census 2022,Municipality,Ba-Phalaborwa,No access to piped water,15.1,Limpopo,Mopani,Ba-Phalaborwa,DsAccessToPipedWaters
Census 2022,Municipality,Greater Giyani,Piped (tap) water inside the dwelling,24.3,Limpopo,Mopani,Greater Giyani,DsAccessToPipedWaters
Census 2022,Municipality,Greater Giyani,Piped (tap) water inside the yard,22.9,Limpopo,Mopani,Greater Giyani,DsAccessToPipedWaters
Census 2022,Municipality,Greater Giyani,Piped (tap) water on community stand,29.8,Limpopo,Mopani,Greater Giyani,DsAccessToPipedWaters
Census 2022,Municipality,Greater Giyani,No access to piped water,23.0,Limpopo,Mopani,Greater Giyani,DsAccessToPipedWaters
Census 2022,Municipality,Greater Letaba,Piped (tap) water inside the dwelling,20.7,Limpopo,Mopani,Greater Letaba,DsAccessToPipedWaters
Census 2022,Municipality,Greater Letaba,Piped (tap) water inside the yard,29.2,Limpopo,Mopani,Greater Letaba,DsAccessToPipedWaters
Census 2022,Municipality,Greater Letaba,Piped (tap) water on community stand,35.1,Limpopo,Mopani,Greater Letaba,DsAccessToPipedWaters
Census 2022,Municipality,Greater Letaba,No access to piped water,15.0,Limpopo,Mopani,Greater Letaba,DsAccessToPipedWaters
Census 2022,Municipality,Greater Tzaneen,Piped (tap) water inside the dwelling,27.1,Limpopo,Mopani,Greater Tzaneen,DsAccessToPipedWaters
Census 2022,Municipality,Greater Tzaneen,Piped (tap) water inside the yard,23.0,Limpopo,Mopani,Greater Tzaneen,DsAccessToPipedWaters
Census 2022,Municipality,Greater Tzaneen,Piped (tap) water on community stand,20.2,Limpopo,Mopani,Greater Tzaneen,DsAccessToPipedWaters
Census 2022,Municipality,Greater Tzaneen,No access to piped water,29.6,Limpopo,Mopani,Greater Tzaneen,DsAccessToPipedWaters
Census 2022,Municipality,Maruleng,Piped (tap) water inside the dwelling,30.4,Limpopo,Mopani,Maruleng,DsAccessToPipedWaters
Census 2022,Municipality,Maruleng,Piped (tap) water inside the yard,26.6,Limpopo,Mopani,Maruleng,DsAccessToPipedWaters
Census 2022,Municipality,Maruleng,Piped (tap) water on community stand,20.9,Limpopo,Mopani,Maruleng,DsAccessToPipedWaters
Census 2022,Municipality,Maruleng,No access to piped water,22.2,Limpopo,Mopani,Maruleng,DsAccessToPipedWaters
Census 2022,Municipality,Elias Motsoaledi,Piped (tap) water inside the dwelling,31.1,Limpopo,Sekhukhune,Elias Motsoaledi,DsAccessToPipedWaters
Census 2022,Municipality,Elias Motsoaledi,Piped (tap) water inside the yard,18.4,Limpopo,Sekhukhune,Elias Motsoaledi,DsAccessToPipedWaters
Census 2022,Municipality,Elias Motsoaledi,Piped (tap) water on community stand,13.9,Limpopo,Sekhukhune,Elias Motsoaledi,DsAccessToPipedWaters
Census 2022,Municipality,Elias Motsoaledi,No access to piped water,36.7,Limpopo,Sekhukhune,Elias Motsoaledi,DsAccessToPipedWaters
Census 2022,Municipality,Ephraim Mogale,Piped (tap) water inside the dwelling,28.2,Limpopo,Sekhukhune,Ephraim Mogale,DsAccessToPipedWaters
Census 2022,Municipality,Ephraim Mogale,Piped (tap) water inside the yard,32.5,Limpopo,Sekhukhune,Ephraim Mogale,DsAccessToPipedWaters
Census 2022,Municipality,Ephraim Mogale,Piped (tap) water on community stand,5.6,Limpopo,Sekhukhune,Ephraim Mogale,DsAccessToPipedWaters
Census 2022,Municipality,Ephraim Mogale,No access to piped water,33.7,Limpopo,Sekhukhune,Ephraim Mogale,DsAccessToPipedWaters
Census 2022,Municipality,Fetakgomo Tubatse,Piped (tap) water inside the dwelling,24.2,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAccessToPipedWaters
Census 2022,Municipality,Fetakgomo Tubatse,Piped (tap) water inside the yard,21.8,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAccessToPipedWaters
Census 2022,Municipality,Fetakgomo Tubatse,Piped (tap) water on community stand,19.6,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAccessToPipedWaters
Census 2022,Municipality,Fetakgomo Tubatse,No access to piped water,34.4,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsAccessToPipedWaters
Census 2022,Municipality,Makhuduthamaga,Piped (tap) water inside the dwelling,18.9,Limpopo,Sekhukhune,Makhuduthamaga,DsAccessToPipedWaters
Census 2022,Municipality,Makhuduthamaga,Piped (tap) water inside the yard,22.2,Limpopo,Sekhukhune,Makhuduthamaga,DsAccessToPipedWaters
Census 2022,Municipality,Makhuduthamaga,Piped (tap) water on community stand,28.8,Limpopo,Sekhukhune,Makhuduthamaga,DsAccessToPipedWaters
Census 2022,Municipality,Makhuduthamaga,No access to piped water,30.1,Limpopo,Sekhukhune,Makhuduthamaga,DsAccessToPipedWaters
Census 2022,Municipality,Collins Chabane,Piped (tap) water inside the dwelling,18.8,Limpopo,Vhembe,Collins Chabane,DsAccessToPipedWaters
Census 2022,Municipality,Collins Chabane,Piped (tap) water inside the yard,34.4,Limpopo,Vhembe,Collins Chabane,DsAccessToPipedWaters
Census 2022,Municipality,Collins Chabane,Piped (tap) water on community stand,25.3,Limpopo,Vhembe,Collins Chabane,DsAccessToPipedWaters
Census 2022,Municipality,Collins Chabane,No access to piped water,21.5,Limpopo,Vhembe,Collins Chabane,DsAccessToPipedWaters
Census 2022,Municipality,Makhado,Piped (tap) water inside the dwelling,26.0,Limpopo,Vhembe,Makhado,DsAccessToPipedWaters
Census 2022,Municipality,Makhado,Piped (tap) water inside the yard,27.0,Limpopo,Vhembe,Makhado,DsAccessToPipedWaters
Census 2022,Municipality,Makhado,Piped (tap) water on community stand,18.7,Limpopo,Vhembe,Makhado,DsAccessToPipedWaters
Census 2022,Municipality,Makhado,No access to piped water,28.3,Limpopo,Vhembe,Makhado,DsAccessToPipedWaters
Census 2022,Municipality,Musina,Piped (tap) water inside the dwelling,35.1,Limpopo,Vhembe,Musina,DsAccessToPipedWaters
Census 2022,Municipality,Musina,Piped (tap) water inside the yard,30.9,Limpopo,Vhembe,Musina,DsAccessToPipedWaters
Census 2022,Municipality,Musina,Piped (tap) water on community stand,25.0,Limpopo,Vhembe,Musina,DsAccessToPipedWaters
Census 2022,Municipality,Musina,No access to piped water,9.0,Limpopo,Vhembe,Musina,DsAccessToPipedWaters
Census 2022,Municipality,Thulamela,Piped (tap) water inside the dwelling,26.0,Limpopo,Vhembe,Thulamela,DsAccessToPipedWaters
Census 2022,Municipality,Thulamela,Piped (tap) water inside the yard,33.7,Limpopo,Vhembe,Thulamela,DsAccessToPipedWaters
Census 2022,Municipality,Thulamela,Piped (tap) water on community stand,22.1,Limpopo,Vhembe,Thulamela,DsAccessToPipedWaters
Census 2022,Municipality,Thulamela,No access to piped water,18.2,Limpopo,Vhembe,Thulamela,DsAccessToPipedWaters
Census 2022,Municipality,Bela-Bela,Piped (tap) water inside the dwelling,55.4,Limpopo,Waterberg,Bela-Bela,DsAccessToPipedWaters
Census 2022,Municipality,Bela-Bela,Piped (tap) water inside the yard,31.0,Limpopo,Waterberg,Bela-Bela,DsAccessToPipedWaters
Census 2022,Municipality,Bela-Bela,Piped (tap) water on community stand,4.6,Limpopo,Waterberg,Bela-Bela,DsAccessToPipedWaters
Census 2022,Municipality,Bela-Bela,No access to piped water,9.0,Limpopo,Waterberg,Bela-Bela,DsAccessToPipedWaters
Census 2022,Municipality,Lephalale,Piped (tap) water inside the dwelling,43.6,Limpopo,Waterberg,Lephalale,DsAccessToPipedWaters
Census 2022,Municipality,Lephalale,Piped (tap) water inside the yard,27.4,Limpopo,Waterberg,Lephalale,DsAccessToPipedWaters
Census 2022,Municipality,Lephalale,Piped (tap) water on community stand,17.3,Limpopo,Waterberg,Lephalale,DsAccessToPipedWaters
Census 2022,Municipality,Lephalale,No access to piped water,11.7,Limpopo,Waterberg,Lephalale,DsAccessToPipedWaters
Census 2022,Municipality,Modimolle-Mookgophong,Piped (tap) water inside the dwelling,52.1,Limpopo,Waterberg,Modimolle-Mookgophong,DsAccessToPipedWaters
Census 2022,Municipality,Modimolle-Mookgophong,Piped (tap) water inside the yard,31.2,Limpopo,Waterberg,Modimolle-Mookgophong,DsAccessToPipedWaters
Census 2022,Municipality,Modimolle-Mookgophong,Piped (tap) water on community stand,8.5,Limpopo,Waterberg,Modimolle-Mookgophong,DsAccessToPipedWaters
Census 2022,Municipality,Modimolle-Mookgophong,No access to piped water,8.2,Limpopo,Waterberg,Modimolle-Mookgophong,DsAccessToPipedWaters
Census 2022,Municipality,Mogalakwena,Piped (tap) water inside the dwelling,36.2,Limpopo,Waterberg,Mogalakwena,DsAccessToPipedWaters
Census 2022,Municipality,Mogalakwena,Piped (tap) water inside the yard,35.6,Limpopo,Waterberg,Mogalakwena,DsAccessToPipedWaters
Census 2022,Municipality,Mogalakwena,Piped (tap) water on community stand,14.1,Limpopo,Waterberg,Mogalakwena,DsAccessToPipedWaters
Census 2022,Municipality,Mogalakwena,No access to piped water,14.1,Limpopo,Waterberg,Mogalakwena,DsAccessToPipedWaters
Census 2022,Municipality,Thabazimbi,Piped (tap) water inside the dwelling,59.7,Limpopo,Waterberg,Thabazimbi,DsAccessToPipedWaters
Census 2022,Municipality,Thabazimbi,Piped (tap) water inside the yard,21.0,Limpopo,Waterberg,Thabazimbi,DsAccessToPipedWaters
Census 2022,Municipality,Thabazimbi,Piped (tap) water on community stand,13.0,Limpopo,Waterberg,Thabazimbi,DsAccessToPipedWaters
Census 2022,Municipality,Thabazimbi,No access to piped water,6.4,Limpopo,Waterberg,Thabazimbi,DsAccessToPipedWaters
Census 2022,Municipality,Bushbuckridge,Piped (tap) water inside the dwelling,25.9,Mpumalanga,Ehlanzeni,Bushbuckridge,DsAccessToPipedWaters
Census 2022,Municipality,Bushbuckridge,Piped (tap) water inside the yard,46.9,Mpumalanga,Ehlanzeni,Bushbuckridge,DsAccessToPipedWaters
Census 2022,Municipality,Bushbuckridge,Piped (tap) water on community stand,16.0,Mpumalanga,Ehlanzeni,Bushbuckridge,DsAccessToPipedWaters
Census 2022,Municipality,Bushbuckridge,No access to piped water,11.2,Mpumalanga,Ehlanzeni,Bushbuckridge,DsAccessToPipedWaters
Census 2022,Municipality,City of Mbombela,Piped (tap) water inside the dwelling,41.6,Mpumalanga,Ehlanzeni,City of Mbombela,DsAccessToPipedWaters
Census 2022,Municipality,City of Mbombela,Piped (tap) water inside the yard,25.1,Mpumalanga,Ehlanzeni,City of Mbombela,DsAccessToPipedWaters
Census 2022,Municipality,City of Mbombela,Piped (tap) water on community stand,7.6,Mpumalanga,Ehlanzeni,City of Mbombela,DsAccessToPipedWaters
Census 2022,Municipality,City of Mbombela,No access to piped water,25.6,Mpumalanga,Ehlanzeni,City of Mbombela,DsAccessToPipedWaters
Census 2022,Municipality,Nkomazi,Piped (tap) water inside the dwelling,29.5,Mpumalanga,Ehlanzeni,Nkomazi,DsAccessToPipedWaters
Census 2022,Municipality,Nkomazi,Piped (tap) water inside the yard,41.2,Mpumalanga,Ehlanzeni,Nkomazi,DsAccessToPipedWaters
Census 2022,Municipality,Nkomazi,Piped (tap) water on community stand,8.7,Mpumalanga,Ehlanzeni,Nkomazi,DsAccessToPipedWaters
Census 2022,Municipality,Nkomazi,No access to piped water,20.6,Mpumalanga,Ehlanzeni,Nkomazi,DsAccessToPipedWaters
Census 2022,Municipality,Thaba Chweu,Piped (tap) water inside the dwelling,56.3,Mpumalanga,Ehlanzeni,Thaba Chweu,DsAccessToPipedWaters
Census 2022,Municipality,Thaba Chweu,Piped (tap) water inside the yard,28.5,Mpumalanga,Ehlanzeni,Thaba Chweu,DsAccessToPipedWaters
Census 2022,Municipality,Thaba Chweu,Piped (tap) water on community stand,8.6,Mpumalanga,Ehlanzeni,Thaba Chweu,DsAccessToPipedWaters
Census 2022,Municipality,Thaba Chweu,No access to piped water,6.7,Mpumalanga,Ehlanzeni,Thaba Chweu,DsAccessToPipedWaters
Census 2022,Municipality,Chief Albert Luthuli,Piped (tap) water inside the dwelling,35.1,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsAccessToPipedWaters
Census 2022,Municipality,Chief Albert Luthuli,Piped (tap) water inside the yard,48.1,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsAccessToPipedWaters
Census 2022,Municipality,Chief Albert Luthuli,Piped (tap) water on community stand,5.0,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsAccessToPipedWaters
Census 2022,Municipality,Chief Albert Luthuli,No access to piped water,11.9,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsAccessToPipedWaters
Census 2022,Municipality,Dipaleseng,Piped (tap) water inside the dwelling,64.9,Mpumalanga,Gert Sibande,Dipaleseng,DsAccessToPipedWaters
Census 2022,Municipality,Dipaleseng,Piped (tap) water inside the yard,25.6,Mpumalanga,Gert Sibande,Dipaleseng,DsAccessToPipedWaters
Census 2022,Municipality,Dipaleseng,Piped (tap) water on community stand,6.6,Mpumalanga,Gert Sibande,Dipaleseng,DsAccessToPipedWaters
Census 2022,Municipality,Dipaleseng,No access to piped water,2.9,Mpumalanga,Gert Sibande,Dipaleseng,DsAccessToPipedWaters
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Piped (tap) water inside the dwelling,57.6,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsAccessToPipedWaters
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Piped (tap) water inside the yard,34.5,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsAccessToPipedWaters
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Piped (tap) water on community stand,2.9,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsAccessToPipedWaters
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,No access to piped water,5.0,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsAccessToPipedWaters
Census 2022,Municipality,Govan Mbeki,Piped (tap) water inside the dwelling,66.4,Mpumalanga,Gert Sibande,Govan Mbeki,DsAccessToPipedWaters
Census 2022,Municipality,Govan Mbeki,Piped (tap) water inside the yard,27.8,Mpumalanga,Gert Sibande,Govan Mbeki,DsAccessToPipedWaters
Census 2022,Municipality,Govan Mbeki,Piped (tap) water on community stand,4.8,Mpumalanga,Gert Sibande,Govan Mbeki,DsAccessToPipedWaters
Census 2022,Municipality,Govan Mbeki,No access to piped water,1.0,Mpumalanga,Gert Sibande,Govan Mbeki,DsAccessToPipedWaters
Census 2022,Municipality,Lekwa,Piped (tap) water inside the dwelling,69.1,Mpumalanga,Gert Sibande,Lekwa,DsAccessToPipedWaters
Census 2022,Municipality,Lekwa,Piped (tap) water inside the yard,24.3,Mpumalanga,Gert Sibande,Lekwa,DsAccessToPipedWaters
Census 2022,Municipality,Lekwa,Piped (tap) water on community stand,3.0,Mpumalanga,Gert Sibande,Lekwa,DsAccessToPipedWaters
Census 2022,Municipality,Lekwa,No access to piped water,3.6,Mpumalanga,Gert Sibande,Lekwa,DsAccessToPipedWaters
Census 2022,Municipality,Mkhondo,Piped (tap) water inside the dwelling,41.8,Mpumalanga,Gert Sibande,Mkhondo,DsAccessToPipedWaters
Census 2022,Municipality,Mkhondo,Piped (tap) water inside the yard,34.9,Mpumalanga,Gert Sibande,Mkhondo,DsAccessToPipedWaters
Census 2022,Municipality,Mkhondo,Piped (tap) water on community stand,12.3,Mpumalanga,Gert Sibande,Mkhondo,DsAccessToPipedWaters
Census 2022,Municipality,Mkhondo,No access to piped water,11.0,Mpumalanga,Gert Sibande,Mkhondo,DsAccessToPipedWaters
Census 2022,Municipality,Msukaligwa,Piped (tap) water inside the dwelling,64.6,Mpumalanga,Gert Sibande,Msukaligwa,DsAccessToPipedWaters
Census 2022,Municipality,Msukaligwa,Piped (tap) water inside the yard,20.3,Mpumalanga,Gert Sibande,Msukaligwa,DsAccessToPipedWaters
Census 2022,Municipality,Msukaligwa,Piped (tap) water on community stand,8.7,Mpumalanga,Gert Sibande,Msukaligwa,DsAccessToPipedWaters
Census 2022,Municipality,Msukaligwa,No access to piped water,6.3,Mpumalanga,Gert Sibande,Msukaligwa,DsAccessToPipedWaters
Census 2022,Municipality,Dr JS Moroka,Piped (tap) water inside the dwelling,28.0,Mpumalanga,Nkangala,Dr JS Moroka,DsAccessToPipedWaters
Census 2022,Municipality,Dr JS Moroka,Piped (tap) water inside the yard,39.9,Mpumalanga,Nkangala,Dr JS Moroka,DsAccessToPipedWaters
Census 2022,Municipality,Dr JS Moroka,Piped (tap) water on community stand,5.5,Mpumalanga,Nkangala,Dr JS Moroka,DsAccessToPipedWaters
Census 2022,Municipality,Dr JS Moroka,No access to piped water,26.6,Mpumalanga,Nkangala,Dr JS Moroka,DsAccessToPipedWaters
Census 2022,Municipality,Emakhazeni,Piped (tap) water inside the dwelling,80.1,Mpumalanga,Nkangala,Emakhazeni,DsAccessToPipedWaters
Census 2022,Municipality,Emakhazeni,Piped (tap) water inside the yard,15.3,Mpumalanga,Nkangala,Emakhazeni,DsAccessToPipedWaters
Census 2022,Municipality,Emakhazeni,Piped (tap) water on community stand,2.4,Mpumalanga,Nkangala,Emakhazeni,DsAccessToPipedWaters
Census 2022,Municipality,Emakhazeni,No access to piped water,2.3,Mpumalanga,Nkangala,Emakhazeni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,Piped (tap) water inside the dwelling,66.3,Mpumalanga,Nkangala,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,Piped (tap) water inside the yard,15.9,Mpumalanga,Nkangala,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,Piped (tap) water on community stand,6.4,Mpumalanga,Nkangala,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Emalahleni,No access to piped water,11.4,Mpumalanga,Nkangala,Emalahleni,DsAccessToPipedWaters
Census 2022,Municipality,Steve Tshwete,Piped (tap) water inside the dwelling,72.3,Mpumalanga,Nkangala,Steve Tshwete,DsAccessToPipedWaters
Census 2022,Municipality,Steve Tshwete,Piped (tap) water inside the yard,15.5,Mpumalanga,Nkangala,Steve Tshwete,DsAccessToPipedWaters
Census 2022,Municipality,Steve Tshwete,Piped (tap) water on community stand,8.4,Mpumalanga,Nkangala,Steve Tshwete,DsAccessToPipedWaters
Census 2022,Municipality,Steve Tshwete,No access to piped water,3.8,Mpumalanga,Nkangala,Steve Tshwete,DsAccessToPipedWaters
Census 2022,Municipality,Thembisile,Piped (tap) water inside the dwelling,29.5,Mpumalanga,Nkangala,Thembisile,DsAccessToPipedWaters
Census 2022,Municipality,Thembisile,Piped (tap) water inside the yard,52.6,Mpumalanga,Nkangala,Thembisile,DsAccessToPipedWaters
Census 2022,Municipality,Thembisile,Piped (tap) water on community stand,3.6,Mpumalanga,Nkangala,Thembisile,DsAccessToPipedWaters
Census 2022,Municipality,Thembisile,No access to piped water,14.2,Mpumalanga,Nkangala,Thembisile,DsAccessToPipedWaters
Census 2022,Municipality,Victor Khanye,Piped (tap) water inside the dwelling,63.3,Mpumalanga,Nkangala,Victor Khanye,DsAccessToPipedWaters
Census 2022,Municipality,Victor Khanye,Piped (tap) water inside the yard,26.9,Mpumalanga,Nkangala,Victor Khanye,DsAccessToPipedWaters
Census 2022,Municipality,Victor Khanye,Piped (tap) water on community stand,7.7,Mpumalanga,Nkangala,Victor Khanye,DsAccessToPipedWaters
Census 2022,Municipality,Victor Khanye,No access to piped water,2.1,Mpumalanga,Nkangala,Victor Khanye,DsAccessToPipedWaters
Census 2022,Municipality,Kgetlengrivier,Piped (tap) water inside the dwelling,58.0,North West,Bojanala,Kgetlengrivier,DsAccessToPipedWaters
Census 2022,Municipality,Kgetlengrivier,Piped (tap) water inside the yard,33.4,North West,Bojanala,Kgetlengrivier,DsAccessToPipedWaters
Census 2022,Municipality,Kgetlengrivier,Piped (tap) water on community stand,7.3,North West,Bojanala,Kgetlengrivier,DsAccessToPipedWaters
Census 2022,Municipality,Kgetlengrivier,No access to piped water,1.4,North West,Bojanala,Kgetlengrivier,DsAccessToPipedWaters
Census 2022,Municipality,Madibeng,Piped (tap) water inside the dwelling,39.4,North West,Bojanala,Madibeng,DsAccessToPipedWaters
